Name,Tx,Ty,Tz,R11,R12,R13,R21,R22,R23,R31,R32,R33
img__407,0.010817,-0.003497,0.311752,-0.464892,0.865611,0.18599,0.825085,0.499761,-0.26358,-0.321108,0.030922,-0.946537
img__408,-0.001754,-0.009559,0.311808,-0.018667,-0.998763,-0.046086,-0.926857,0,0.375414,-0.37495,0.049722,-0.925711
img__409,-0.006298,-0.007401,0.311808,-0.479594,-0.864954,0.147796,-0.793348,0.499382,0.348161,-0.37495,0.049722,-0.925711
img__410,-0.009155,-0.003261,0.311808,-0.812015,-0.499382,0.302076,-0.447263,0.864954,0.227619,-0.37495,0.049722,-0.925711
img__411,-0.009559,0.001754,0.311808,-0.926857,0,0.375414,0.018667,0.998763,0.046086,-0.37495,0.049722,-0.925711
img__412,-0.007401,0.006298,0.311808,-0.793348,0.499382,0.348161,0.479594,0.864954,-0.147796,-0.37495,0.049722,-0.925711
img__413,-0.003261,0.009155,0.311808,-0.447263,0.864954,0.227619,0.812015,0.499382,-0.302076,-0.37495,0.049722,-0.925711
img__414,-0.010237,-0.037712,0.309502,-0.010385,-0.999743,-0.020167,-0.889054,0,0.457803,-0.457685,0.022684,-0.888825
img__415,-0.027722,-0.027541,0.309502,-0.45352,-0.865803,0.211436,-0.764751,0.499871,0.406553,-0.457685,0.022684,-0.888825
img__416,-0.037778,-0.00999,0.309502,-0.775136,-0.499871,0.386385,-0.435533,0.865803,0.246367,-0.457685,0.022684,-0.888825
img__417,-0.037712,0.010237,0.309502,-0.889054,0,0.457803,0.010385,0.999743,0.020167,-0.457685,0.022684,-0.888825
img__418,-0.027541,0.027722,0.309502,-0.764751,0.499871,0.406553,0.45352,0.865803,-0.211436,-0.457685,0.022684,-0.888825
img__419,-0.00999,0.037778,0.309502,-0.435533,0.865803,0.246367,0.775136,0.499871,-0.386385,-0.457685,0.022684,-0.888825
img__420,-0.028868,0.009471,0.310476,0.011878,-0.999303,0.0354,-0.948053,0,0.318113,-0.317892,-0.037339,-0.947392
img__421,-0.020265,0.022637,0.310476,-0.46374,-0.865421,0.189714,-0.826977,0.499651,0.257795,-0.317892,-0.037339,-0.947392
img__422,-0.006232,0.029737,0.310476,-0.815099,-0.499651,0.293194,-0.484313,0.865421,0.1284,-0.317892,-0.037339,-0.947392
img__423,0.009471,0.028868,0.310476,-0.948053,0,0.318113,-0.011878,0.999303,-0.0354,-0.317892,-0.037339,-0.947392
img__424,0.022637,0.020265,0.310476,-0.826977,0.499651,0.257795,0.46374,0.865421,-0.189714,-0.317892,-0.037339,-0.947392
img__425,0.029737,0.006232,0.310476,-0.484313,0.865421,0.1284,0.815099,0.499651,-0.293194,-0.317892,-0.037339,-0.947392
img__426,-0.024441,-0.020455,0.310327,0.009431,-0.999732,0.021125,-0.913142,0,0.407642,-0.407533,-0.023135,-0.912897
img__427,-0.031394,-0.005494,0.310327,-0.448404,-0.865794,0.222116,-0.795519,0.499866,0.342466,-0.407533,-0.023135,-0.912897
img__428,-0.029936,0.010939,0.310327,-0.786089,-0.499866,0.363591,-0.464738,0.865794,0.185526,-0.407533,-0.023135,-0.912897
img__429,-0.020455,0.024441,0.310327,-0.913142,0,0.407642,-0.009431,0.999732,-0.021125,-0.407533,-0.023135,-0.912897
img__430,-0.005494,0.031394,0.310327,-0.795519,0.499866,0.342466,0.448404,0.865794,-0.222116,-0.407533,-0.023135,-0.912897
img__431,0.010939,0.029936,0.310327,-0.464738,0.865794,0.185526,0.786089,0.499866,-0.363591,-0.407533,-0.023135,-0.912897
img__432,-0.01316,-0.00317,0.311665,-0.004684,-0.999914,-0.012282,-0.934364,0,0.356321,-0.35629,0.013144,-0.934283
img__433,-0.012982,0.003835,0.311665,-0.471238,-0.865951,0.167524,-0.806841,0.499957,0.314724,-0.35629,0.013144,-0.934283
img__434,-0.009325,0.009812,0.311665,-0.811524,-0.499957,0.302442,-0.463126,0.865951,0.188797,-0.35629,0.013144,-0.934283
img__435,-0.00317,0.01316,0.311665,-0.934364,0,0.356321,0.004684,0.999914,0.012282,-0.35629,0.013144,-0.934283
img__436,0.003835,0.012982,0.311665,-0.806841,0.499957,0.314724,0.471238,0.865951,-0.167524,-0.35629,0.013144,-0.934283
img__437,0.009812,0.009325,0.311665,-0.463126,0.865951,0.188797,0.811524,0.499957,-0.302442,-0.35629,0.013144,-0.934283
img__438,-0.006532,0.024639,0.310916,-0.009368,-0.999405,-0.033207,-0.962434,0,0.271515,-0.271353,0.034503,-0.961861
img__439,0.006663,0.024604,0.310916,-0.48933,-0.86551,0.106999,-0.828808,0.499702,0.251742,-0.271353,0.034503,-0.961861
img__440,0.018072,0.017976,0.310916,-0.838177,-0.499702,0.218535,-0.473104,0.86551,0.164516,-0.271353,0.034503,-0.961861
img__441,0.024639,0.006532,0.310916,-0.962434,0,0.271515,0.009368,0.999405,0.033207,-0.271353,0.034503,-0.961861
img__442,0.024604,-0.006663,0.310916,-0.828808,0.499702,0.251742,0.48933,0.86551,-0.106999,-0.271353,0.034503,-0.961861
img__443,0.017976,-0.018072,0.310916,-0.473104,0.86551,0.164516,0.838177,0.499702,-0.218535,-0.271353,0.034503,-0.961861
img__444,-0.019789,0.026989,0.310159,0.002157,-0.999967,0.007875,-0.964463,0,0.264219,-0.26421,-0.008165,-0.96443
img__445,-0.003643,0.033268,0.310159,-0.480363,-0.865997,0.13893,-0.836328,0.499983,0.224883,-0.26421,-0.008165,-0.96443
img__446,0.013479,0.030632,0.310159,-0.83417,-0.499983,0.232758,-0.4841,0.865997,0.125289,-0.26421,-0.008165,-0.96443
img__447,0.026989,0.019789,0.310159,-0.964463,0,0.264219,-0.002157,0.999967,-0.007875,-0.26421,-0.008165,-0.96443
img__448,0.033268,0.003643,0.310159,-0.836328,0.499983,0.224883,0.480363,0.865997,-0.13893,-0.26421,-0.008165,-0.96443
img__449,0.030632,-0.013479,0.310159,-0.4841,0.865997,0.125289,0.83417,0.499983,-0.232758,-0.26421,-0.008165,-0.96443
img__450,-0.006565,-0.006278,0.311827,-0.012539,-0.999412,-0.031921,-0.930761,0,0.365628,-0.365413,0.034295,-0.930214
img__451,-0.008824,-0.002154,0.311827,-0.47624,-0.865516,0.15517,-0.799793,0.499706,0.332603,-0.365413,0.034295,-0.930214
img__452,-0.008719,0.002547,0.311827,-0.812332,-0.499706,0.300683,-0.454521,0.865516,0.210458,-0.365413,0.034295,-0.930214
img__453,-0.006278,0.006565,0.311827,-0.930761,0,0.365628,0.012539,0.999412,0.031921,-0.365413,0.034295,-0.930214
img__454,-0.002154,0.008824,0.311827,-0.799793,0.499706,0.332603,0.47624,0.865516,-0.15517,-0.365413,0.034295,-0.930214
img__455,0.002547,0.008719,0.311827,-0.454521,0.865516,0.210458,0.812332,0.499706,-0.300683,-0.365413,0.034295,-0.930214
img__456,-0.022047,0.011796,0.310955,0.00479,-0.999881,0.014638,-0.950402,0,0.311024,-0.310987,-0.015402,-0.950289
img__457,-0.013195,0.02124,0.310955,-0.471052,-0.865923,0.168189,-0.825468,0.499941,0.262036,-0.310987,-0.015402,-0.950289
img__458,-0.000808,0.024992,0.310955,-0.820677,-0.499941,0.276674,-0.47935,0.865923,0.142835,-0.310987,-0.015402,-0.950289
img__459,0.011796,0.022047,0.310955,-0.950402,0,0.311024,-0.00479,0.999881,-0.014638,-0.310987,-0.015402,-0.950289
img__460,0.02124,0.013195,0.310955,-0.825468,0.499941,0.262036,0.471052,0.865923,-0.168189,-0.310987,-0.015402,-0.950289
img__461,0.024992,0.000808,0.310955,-0.47935,0.865923,0.142835,0.820677,0.499941,-0.276674,-0.310987,-0.015402,-0.950289
img__462,-0.031313,0.006501,0.310316,0.014786,-0.998978,0.042711,-0.944975,0,0.327142,-0.326807,-0.045197,-0.94401
img__463,-0.023867,0.021287,0.310316,-0.459683,-0.86514,0.200559,-0.825766,0.499489,0.261958,-0.326807,-0.045197,-0.94401
img__464,-0.010026,0.030368,0.310316,-0.81098,-0.499489,0.304668,-0.485293,0.86514,0.126582,-0.326807,-0.045197,-0.94401
img__465,0.006501,0.031313,0.310316,-0.944975,0,0.327142,-0.014786,0.998978,-0.042711,-0.326807,-0.045197,-0.94401
img__466,0.021287,0.023867,0.310316,-0.825766,0.499489,0.261958,0.459683,0.86514,-0.200559,-0.326807,-0.045197,-0.94401
img__467,0.030368,0.010026,0.310316,-0.485293,0.86514,0.126582,0.81098,0.499489,-0.304668,-0.326807,-0.045197,-0.94401
img__468,0.000055,0.005562,0.31191,-0.018314,-0.998459,-0.052389,-0.943984,0,0.329991,-0.329483,0.055497,-0.942529
img__469,0.002828,0.004789,0.31191,-0.487852,-0.864691,0.119626,-0.808357,0.499229,0.311975,-0.329483,0.055497,-0.942529
img__470,0.004844,0.002733,0.31191,-0.826671,-0.499229,0.259587,-0.456132,0.864691,0.210366,-0.329483,0.055497,-0.942529
img__471,0.005562,-0.000055,0.31191,-0.943984,0,0.329991,0.018314,0.998459,0.052389,-0.329483,0.055497,-0.942529
img__472,0.004789,-0.002828,0.31191,-0.808357,0.499229,0.311975,0.487852,0.864691,-0.119626,-0.329483,0.055497,-0.942529
img__473,0.002733,-0.004844,0.31191,-0.456132,0.864691,0.210366,0.826671,0.499229,-0.259587,-0.329483,0.055497,-0.942529
img__474,-0.021178,-0.032519,0.309536,0.005609,-0.99992,0.011356,-0.89661,0,0.442821,-0.442786,-0.012666,-0.896538
img__475,-0.0346,-0.017573,0.309536,-0.443448,-0.865956,0.231245,-0.779291,0.49996,0.377816,-0.442786,-0.012666,-0.896538
img__476,-0.038751,0.002081,0.309536,-0.773683,-0.49996,0.389172,-0.453162,0.865956,0.211576,-0.442786,-0.012666,-0.896538
img__477,-0.032519,0.021178,0.309536,-0.89661,0,0.442821,-0.005609,0.99992,-0.011356,-0.442786,-0.012666,-0.896538
img__478,-0.017573,0.0346,0.309536,-0.779291,0.49996,0.377816,0.443448,0.865956,-0.231245,-0.442786,-0.012666,-0.896538
img__479,0.002081,0.038751,0.309536,-0.453162,0.865956,0.211576,0.773683,0.49996,-0.389172,-0.442786,-0.012666,-0.896538
img__480,-0.00855,-0.021982,0.311066,-0.011538,-0.999608,-0.025508,-0.911128,0,0.412123,-0.411962,0.027996,-0.910771
img__481,-0.018396,-0.014762,0.311066,-0.465556,-0.865686,0.183971,-0.783291,0.499804,0.369663,-0.411962,0.027996,-0.910771
img__482,-0.023312,-0.003587,0.311066,-0.794829,-0.499804,0.344155,-0.445572,0.865686,0.228152,-0.411962,0.027996,-0.910771
img__483,-0.021982,0.00855,0.311066,-0.911128,0,0.412123,0.011538,0.999608,0.025508,-0.411962,0.027996,-0.910771
img__484,-0.014762,0.018396,0.311066,-0.783291,0.499804,0.369663,0.465556,0.865686,-0.183971,-0.411962,0.027996,-0.910771
img__485,-0.003587,0.023312,0.311066,-0.445572,0.865686,0.228152,0.794829,0.499804,-0.344155,-0.411962,0.027996,-0.910771
img__486,-0.028012,0.023217,0.30983,0.009564,-0.999399,0.033317,-0.961181,0,0.27592,-0.275754,-0.034662,-0.960603
img__487,-0.01265,0.034112,0.30983,-0.472308,-0.865505,0.166813,-0.837189,0.4997,0.222295,-0.275754,-0.034662,-0.960603
img__488,0.0061,0.035867,0.30983,-0.827625,-0.4997,0.255612,-0.488873,0.865505,0.109107,-0.275754,-0.034662,-0.960603
img__489,0.023217,0.028012,0.30983,-0.961181,0,0.27592,-0.009564,0.999399,-0.033317,-0.275754,-0.034662,-0.960603
img__490,0.034112,0.01265,0.30983,-0.837189,0.4997,0.222295,0.472308,0.865505,-0.166813,-0.275754,-0.034662,-0.960603
img__491,0.035867,-0.0061,0.30983,-0.488873,0.865505,0.109107,0.827625,0.4997,-0.255612,-0.275754,-0.034662,-0.960603
img__492,-0.029496,-0.017143,0.310088,0.015678,-0.999223,0.036148,-0.917433,0,0.397891,-0.397582,-0.039402,-0.91672
img__493,-0.034116,-0.000098,0.310088,-0.445139,-0.865353,0.230251,-0.802359,0.499612,0.326509,-0.397582,-0.039402,-0.91672
img__494,-0.029595,0.016973,0.310088,-0.786681,-0.499612,0.362658,-0.472294,0.865353,0.16764,-0.397582,-0.039402,-0.91672
img__495,-0.017143,0.029496,0.310088,-0.917433,0,0.397891,-0.015678,0.999223,-0.036148,-0.397582,-0.039402,-0.91672
img__496,-0.000098,0.034116,0.310088,-0.802359,0.499612,0.326509,0.445139,0.865353,-0.230251,-0.397582,-0.039402,-0.91672
img__497,0.016973,0.029595,0.310088,-0.472294,0.865353,0.16764,0.786681,0.499612,-0.362658,-0.397582,-0.039402,-0.91672
img__498,-0.006173,0.014311,0.31157,-0.010793,-0.999367,-0.033905,-0.952884,0,0.303334,-0.303142,0.035581,-0.952281
img__499,0.001809,0.015481,0.31157,-0.485789,-0.865477,0.122304,-0.819826,0.499683,0.279647,-0.303142,0.035581,-0.952281
img__500,0.009307,0.012502,0.31157,-0.830619,-0.499683,0.245742,-0.467095,0.865477,0.181029,-0.303142,0.035581,-0.952281
img__501,0.014311,0.006173,0.31157,-0.952884,0,0.303334,0.010793,0.999367,0.033905,-0.303142,0.035581,-0.952281
img__502,0.015481,-0.001809,0.31157,-0.819826,0.499683,0.279647,0.485789,0.865477,-0.122304,-0.303142,0.035581,-0.952281
img__503,0.012502,-0.009307,0.31157,-0.467095,0.865477,0.181029,0.830619,0.499683,-0.245742,-0.303142,0.035581,-0.952281
img__504,-0.030774,-0.004262,0.310408,0.015628,-0.999055,0.040552,-0.933108,0,0.359596,-0.359257,-0.043459,-0.932226
img__505,-0.028782,0.011696,0.310408,-0.45302,-0.865207,0.214917,-0.815909,0.499528,0.291144,-0.359257,-0.043459,-0.932226
img__506,-0.019078,0.02452,0.310408,-0.800281,-0.499528,0.331695,-0.480088,0.865207,0.144679,-0.359257,-0.043459,-0.932226
img__507,-0.004262,0.030774,0.310408,-0.933108,0,0.359596,-0.015628,0.999055,-0.040552,-0.359257,-0.043459,-0.932226
img__508,0.011696,0.028782,0.310408,-0.815909,0.499528,0.291144,0.45302,0.865207,-0.214917,-0.359257,-0.043459,-0.932226
img__509,0.02452,0.019078,0.310408,-0.480088,0.865207,0.144679,0.800281,0.499528,-0.331695,-0.359257,-0.043459,-0.932226
img__510,-0.02986,-0.038375,0.308146,0.018767,-0.999166,0.036255,-0.88807,0,0.459707,-0.459324,-0.040825,-0.88733
img__511,-0.045047,-0.018303,0.308146,-0.427782,-0.865303,0.261252,-0.778475,0.499583,0.379991,-0.459324,-0.040825,-0.88733
img__512,-0.048164,0.006672,0.308146,-0.759708,-0.499583,0.416246,-0.460288,0.865303,0.198456,-0.459324,-0.040825,-0.88733
img__513,-0.038375,0.02986,0.308146,-0.88807,0,0.459707,-0.018767,0.999166,-0.036255,-0.459324,-0.040825,-0.88733
img__514,-0.018303,0.045047,0.308146,-0.778475,0.499583,0.379991,0.427782,0.865303,-0.261252,-0.459324,-0.040825,-0.88733
img__515,0.006672,0.048164,0.308146,-0.460288,0.865303,0.198456,0.759708,0.499583,-0.416246,-0.459324,-0.040825,-0.88733
img__516,-0.003031,-0.027259,0.310751,-0.019575,-0.998951,-0.041388,-0.903994,0,0.427546,-0.427097,0.045784,-0.903046
img__517,-0.016254,-0.022091,0.310751,-0.468949,-0.865117,0.17793,-0.773094,0.499476,0.390959,-0.427097,0.045784,-0.903046
img__518,-0.025122,-0.011004,0.310751,-0.792669,-0.499476,0.349571,-0.435045,0.865117,0.249616,-0.427097,0.045784,-0.903046
img__519,-0.027259,0.003031,0.310751,-0.903994,0,0.427546,0.019575,0.998951,0.041388,-0.427097,0.045784,-0.903046
img__520,-0.022091,0.016254,0.310751,-0.773094,0.499476,0.390959,0.468949,0.865117,-0.17793,-0.427097,0.045784,-0.903046
img__521,-0.011004,0.025122,0.310751,-0.435045,0.865117,0.249616,0.792669,0.499476,-0.349571,-0.427097,0.045784,-0.903046
img__522,-0.007619,0.008437,0.311752,-0.009934,-0.999522,-0.029283,-0.94699,0,0.321262,-0.321108,0.030922,-0.946537
img__523,-0.00238,0.011116,0.311752,-0.482098,-0.865611,0.135272,-0.815151,0.499761,0.292862,-0.321108,0.030922,-0.946537
img__524,0.003497,0.010817,0.311752,-0.825085,-0.499761,0.26358,-0.464892,0.865611,0.18599,-0.321108,0.030922,-0.946537
img__525,0.008437,0.007619,0.311752,-0.94699,0,0.321262,0.009934,0.999522,0.029283,-0.321108,0.030922,-0.946537
img__526,0.011116,0.00238,0.311752,-0.815151,0.499761,0.292862,0.482098,0.865611,-0.135272,-0.321108,0.030922,-0.946537
img__527,0.010817,-0.003497,0.311752,-0.464892,0.865611,0.18599,0.825085,0.499761,-0.26358,-0.321108,0.030922,-0.946537
img__528,-0.001754,-0.009559,0.311808,-0.018667,-0.998763,-0.046086,-0.926857,0,0.375414,-0.37495,0.049722,-0.925711
img__529,-0.006298,-0.007401,0.311808,-0.479594,-0.864954,0.147796,-0.793348,0.499382,0.348161,-0.37495,0.049722,-0.925711
img__530,-0.009155,-0.003261,0.311808,-0.812015,-0.499382,0.302076,-0.447263,0.864954,0.227619,-0.37495,0.049722,-0.925711
img__531,-0.009559,0.001754,0.311808,-0.926857,0,0.375414,0.018667,0.998763,0.046086,-0.37495,0.049722,-0.925711
img__532,-0.007401,0.006298,0.311808,-0.793348,0.499382,0.348161,0.479594,0.864954,-0.147796,-0.37495,0.049722,-0.925711
img__533,-0.003261,0.009155,0.311808,-0.447263,0.864954,0.227619,0.812015,0.499382,-0.302076,-0.37495,0.049722,-0.925711
img__534,-0.010237,-0.037712,0.309502,-0.010385,-0.999743,-0.020167,-0.889054,0,0.457803,-0.457685,0.022684,-0.888825
img__535,-0.027722,-0.027541,0.309502,-0.45352,-0.865803,0.211436,-0.764751,0.499871,0.406553,-0.457685,0.022684,-0.888825
img__536,-0.037778,-0.00999,0.309502,-0.775136,-0.499871,0.386385,-0.435533,0.865803,0.246367,-0.457685,0.022684,-0.888825
img__537,-0.037712,0.010237,0.309502,-0.889054,0,0.457803,0.010385,0.999743,0.020167,-0.457685,0.022684,-0.888825
img__538,-0.027541,0.027722,0.309502,-0.764751,0.499871,0.406553,0.45352,0.865803,-0.211436,-0.457685,0.022684,-0.888825
img__539,-0.00999,0.037778,0.309502,-0.435533,0.865803,0.246367,0.775136,0.499871,-0.386385,-0.457685,0.022684,-0.888825
img__540,-0.028868,0.009471,0.310476,0.011878,-0.999303,0.0354,-0.948053,0,0.318113,-0.317892,-0.037339,-0.947392
img__541,-0.020265,0.022637,0.310476,-0.46374,-0.865421,0.189714,-0.826977,0.499651,0.257795,-0.317892,-0.037339,-0.947392
img__542,-0.006232,0.029737,0.310476,-0.815099,-0.499651,0.293194,-0.484313,0.865421,0.1284,-0.317892,-0.037339,-0.947392
img__543,0.009471,0.028868,0.310476,-0.948053,0,0.318113,-0.011878,0.999303,-0.0354,-0.317892,-0.037339,-0.947392
img__544,0.022637,0.020265,0.310476,-0.826977,0.499651,0.257795,0.46374,0.865421,-0.189714,-0.317892,-0.037339,-0.947392
img__545,0.029737,0.006232,0.310476,-0.484313,0.865421,0.1284,0.815099,0.499651,-0.293194,-0.317892,-0.037339,-0.947392
img__546,-0.024441,-0.020455,0.310327,0.009431,-0.999732,0.021125,-0.913142,0,0.407642,-0.407533,-0.023135,-0.912897
img__547,-0.031394,-0.005494,0.310327,-0.448404,-0.865794,0.222116,-0.795519,0.499866,0.342466,-0.407533,-0.023135,-0.912897
img__548,-0.029936,0.010939,0.310327,-0.786089,-0.499866,0.363591,-0.464738,0.865794,0.185526,-0.407533,-0.023135,-0.912897
img__549,-0.020455,0.024441,0.310327,-0.913142,0,0.407642,-0.009431,0.999732,-0.021125,-0.407533,-0.023135,-0.912897
img__550,-0.005494,0.031394,0.310327,-0.795519,0.499866,0.342466,0.448404,0.865794,-0.222116,-0.407533,-0.023135,-0.912897
img__551,0.010939,0.029936,0.310327,-0.464738,0.865794,0.185526,0.786089,0.499866,-0.363591,-0.407533,-0.023135,-0.912897
img__552,-0.01316,-0.00317,0.311665,-0.004684,-0.999914,-0.012282,-0.934364,0,0.356321,-0.35629,0.013144,-0.934283
img__553,-0.012982,0.003835,0.311665,-0.471238,-0.865951,0.167524,-0.806841,0.499957,0.314724,-0.35629,0.013144,-0.934283
img__554,-0.009325,0.009812,0.311665,-0.811524,-0.499957,0.302442,-0.463126,0.865951,0.188797,-0.35629,0.013144,-0.934283
img__555,-0.00317,0.01316,0.311665,-0.934364,0,0.356321,0.004684,0.999914,0.012282,-0.35629,0.013144,-0.934283
img__556,0.003835,0.012982,0.311665,-0.806841,0.499957,0.314724,0.471238,0.865951,-0.167524,-0.35629,0.013144,-0.934283
img__557,0.009812,0.009325,0.311665,-0.463126,0.865951,0.188797,0.811524,0.499957,-0.302442,-0.35629,0.013144,-0.934283
img__558,-0.006532,0.024639,0.310916,-0.009368,-0.999405,-0.033207,-0.962434,0,0.271515,-0.271353,0.034503,-0.961861
img__559,0.006663,0.024604,0.310916,-0.48933,-0.86551,0.106999,-0.828808,0.499702,0.251742,-0.271353,0.034503,-0.961861
img__560,0.018072,0.017976,0.310916,-0.838177,-0.499702,0.218535,-0.473104,0.86551,0.164516,-0.271353,0.034503,-0.961861
img__561,0.024639,0.006532,0.310916,-0.962434,0,0.271515,0.009368,0.999405,0.033207,-0.271353,0.034503,-0.961861
img__562,0.024604,-0.006663,0.310916,-0.828808,0.499702,0.251742,0.48933,0.86551,-0.106999,-0.271353,0.034503,-0.961861
img__563,0.017976,-0.018072,0.310916,-0.473104,0.86551,0.164516,0.838177,0.499702,-0.218535,-0.271353,0.034503,-0.961861
img__564,-0.019789,0.026989,0.310159,0.002157,-0.999967,0.007875,-0.964463,0,0.264219,-0.26421,-0.008165,-0.96443
img__565,-0.003643,0.033268,0.310159,-0.480363,-0.865997,0.13893,-0.836328,0.499983,0.224883,-0.26421,-0.008165,-0.96443
img__566,0.013479,0.030632,0.310159,-0.83417,-0.499983,0.232758,-0.4841,0.865997,0.125289,-0.26421,-0.008165,-0.96443
img__567,0.026989,0.019789,0.310159,-0.964463,0,0.264219,-0.002157,0.999967,-0.007875,-0.26421,-0.008165,-0.96443
img__568,0.033268,0.003643,0.310159,-0.836328,0.499983,0.224883,0.480363,0.865997,-0.13893,-0.26421,-0.008165,-0.96443
img__569,0.030632,-0.013479,0.310159,-0.4841,0.865997,0.125289,0.83417,0.499983,-0.232758,-0.26421,-0.008165,-0.96443
img__570,-0.006565,-0.006278,0.311827,-0.012539,-0.999412,-0.031921,-0.930761,0,0.365628,-0.365413,0.034295,-0.930214
img__571,-0.008824,-0.002154,0.311827,-0.47624,-0.865516,0.15517,-0.799793,0.499706,0.332603,-0.365413,0.034295,-0.930214
img__572,-0.008719,0.002547,0.311827,-0.812332,-0.499706,0.300683,-0.454521,0.865516,0.210458,-0.365413,0.034295,-0.930214
img__573,-0.006278,0.006565,0.311827,-0.930761,0,0.365628,0.012539,0.999412,0.031921,-0.365413,0.034295,-0.930214
img__574,-0.002154,0.008824,0.311827,-0.799793,0.499706,0.332603,0.47624,0.865516,-0.15517,-0.365413,0.034295,-0.930214
img__575,0.002547,0.008719,0.311827,-0.454521,0.865516,0.210458,0.812332,0.499706,-0.300683,-0.365413,0.034295,-0.930214
img__576,-0.022047,0.011796,0.310955,0.00479,-0.999881,0.014638,-0.950402,0,0.311024,-0.310987,-0.015402,-0.950289
img__577,-0.013195,0.02124,0.310955,-0.471052,-0.865923,0.168189,-0.825468,0.499941,0.262036,-0.310987,-0.015402,-0.950289
img__578,-0.000808,0.024992,0.310955,-0.820677,-0.499941,0.276674,-0.47935,0.865923,0.142835,-0.310987,-0.015402,-0.950289
img__579,0.011796,0.022047,0.310955,-0.950402,0,0.311024,-0.00479,0.999881,-0.014638,-0.310987,-0.015402,-0.950289
img__580,0.02124,0.013195,0.310955,-0.825468,0.499941,0.262036,0.471052,0.865923,-0.168189,-0.310987,-0.015402,-0.950289
img__581,0.024992,0.000808,0.310955,-0.47935,0.865923,0.142835,0.820677,0.499941,-0.276674,-0.310987,-0.015402,-0.950289
img__582,-0.031313,0.006501,0.310316,0.014786,-0.998978,0.042711,-0.944975,0,0.327142,-0.326807,-0.045197,-0.94401
img__583,-0.023867,0.021287,0.310316,-0.459683,-0.86514,0.200559,-0.825766,0.499489,0.261958,-0.326807,-0.045197,-0.94401
img__584,-0.010026,0.030368,0.310316,-0.81098,-0.499489,0.304668,-0.485293,0.86514,0.126582,-0.326807,-0.045197,-0.94401
img__585,0.006501,0.031313,0.310316,-0.944975,0,0.327142,-0.014786,0.998978,-0.042711,-0.326807,-0.045197,-0.94401
img__586,0.021287,0.023867,0.310316,-0.825766,0.499489,0.261958,0.459683,0.86514,-0.200559,-0.326807,-0.045197,-0.94401
img__587,0.030368,0.010026,0.310316,-0.485293,0.86514,0.126582,0.81098,0.499489,-0.304668,-0.326807,-0.045197,-0.94401
img__588,0.000055,0.005562,0.31191,-0.018314,-0.998459,-0.052389,-0.943984,0,0.329991,-0.329483,0.055497,-0.942529
img__589,0.002828,0.004789,0.31191,-0.487852,-0.864691,0.119626,-0.808357,0.499229,0.311975,-0.329483,0.055497,-0.942529
img__590,0.004844,0.002733,0.31191,-0.826671,-0.499229,0.259587,-0.456132,0.864691,0.210366,-0.329483,0.055497,-0.942529
img__591,0.005562,-0.000055,0.31191,-0.943984,0,0.329991,0.018314,0.998459,0.052389,-0.329483,0.055497,-0.942529
img__592,0.004789,-0.002828,0.31191,-0.808357,0.499229,0.311975,0.487852,0.864691,-0.119626,-0.329483,0.055497,-0.942529
img__593,0.002733,-0.004844,0.31191,-0.456132,0.864691,0.210366,0.826671,0.499229,-0.259587,-0.329483,0.055497,-0.942529
img__594,-0.021178,-0.032519,0.309536,0.005609,-0.99992,0.011356,-0.89661,0,0.442821,-0.442786,-0.012666,-0.896538
img__595,-0.0346,-0.017573,0.309536,-0.443448,-0.865956,0.231245,-0.779291,0.49996,0.377816,-0.442786,-0.012666,-0.896538
img__596,-0.038751,0.002081,0.309536,-0.773683,-0.49996,0.389172,-0.453162,0.865956,0.211576,-0.442786,-0.012666,-0.896538
img__597,-0.032519,0.021178,0.309536,-0.89661,0,0.442821,-0.005609,0.99992,-0.011356,-0.442786,-0.012666,-0.896538
img__598,-0.017573,0.0346,0.309536,-0.779291,0.49996,0.377816,0.443448,0.865956,-0.231245,-0.442786,-0.012666,-0.896538
img__599,0.002081,0.038751,0.309536,-0.453162,0.865956,0.211576,0.773683,0.49996,-0.389172,-0.442786,-0.012666,-0.896538
img__600,-0.016557,-0.015225,0.318936,-0.98136,-0.153283,0.115916,0,0.603171,0.797612,-0.192178,0.782745,-0.591928
img__601,-0.021951,-0.004907,0.318936,-0.849883,0.168838,0.499192,0.49068,0.599003,0.632794,-0.192178,0.782745,-0.591928
img__602,-0.021464,0.006726,0.318936,-0.49068,0.44572,0.74871,0.849883,0.434333,0.29842,-0.192178,0.782745,-0.591928
img__603,-0.015225,0.016557,0.318936,0,0.603171,0.797612,0.98136,0.153283,-0.115916,-0.192178,0.782745,-0.591928
img__604,-0.004907,0.021951,0.318936,0.49068,0.599003,0.632794,0.849883,-0.168838,-0.499192,-0.192178,0.782745,-0.591928
img__605,0.006726,0.021464,0.318936,0.849883,0.434333,0.29842,0.49068,-0.44572,-0.74871,-0.192178,0.782745,-0.591928
img__606,0.028068,0.0022,0.318486,-0.998572,-0.040777,0.034523,0,0.646157,0.763205,-0.053428,0.762114,-0.645234
img__607,0.025408,-0.012129,0.318486,-0.864788,0.287765,0.4115,0.499286,0.579977,0.643693,-0.053428,0.762114,-0.645234
img__608,0.015939,-0.023208,0.318486,-0.499286,0.5392,0.678216,0.864788,0.358392,0.351704,-0.053428,0.762114,-0.645234
